,Date,Time,Round,Day,Team,Venue,Result,GF,GA,Opponent,xG,xGA,Attendance,Captain,Formation,Referee,Standard | Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Standard | PK,Standard | PKatt,Expected | xG,Expected | npxG,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG,Performance | SoTA,Performance | GA,Performance | Saves,Performance | Save%,Performance | CS,Performance | PSxG,Performance | PSxG+/-,Penalty Kicks | PKatt,Penalty Kicks | PKA,Penalty Kicks | PKsv,Penalty Kicks | PKm,Launched | Cmp,Launched | Att,Launched | Cmp%,Passes | Att,Passes | Thr,Passes | Launch%,Passes | AvgLen,Goal Kicks | Att,Goal Kicks | Launch%,Goal Kicks | AvgLen,Crosses | Opp,Crosses | Stp,Crosses | Stp%,Sweeper | #OPA,Sweeper | AvgDist,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA Types | SCA,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA Types | GCA,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Performance | CrdY,Performance | CrdR,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Performance | Crs,Performance | Int,Performance | TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Poss
23,2022-02-12,12:30:00,25,Sat,Manchester Utd,Home,D,1,1,Southampton,2.7,1.1,73084,Harry Maguire,4-2-3-1,Stuart Attwell,1,12,7,58.3,0.08,0.14,11.7,0,0,0,2.7,2.7,0.22,-1.7,-1.7,4,1,3,75.0,0,1.3,0.3,0,0,0,0,1,5,20.0,18,2,22.2,33.7,9,11.1,19.4,5,0,0.0,2,23.0,407,512,79.5,7469,2662,171,202,84.7,170,196,86.7,55,81,67.9,1,2.5,1.4,10,41,8,0,27,512,459,46,13,2,6,13,21,1,0,0,0,407,7,9,17,9,3,1,1,2,1,2,2,0,0,0,0,0,14,7,6,6,2,8,20,40.0,12,10,3,7,6,20,13,0,607,46,187,270,153,22,607,10,20,50.0,14,7,405,27,4,0,0,12,11,7,13,6,7,0,0,0,60,18,12,60.0,53
24,2022-02-15,20:15:00,18,Tue,Manchester Utd,Home,W,2,0,Brighton,1.8,0.9,73012,Harry Maguire,4-2-3-1,Peter Bankes,2,19,7,36.8,0.11,0.29,19.7,2,0,0,1.8,1.8,0.1,0.2,0.2,3,0,3,100.0,1,0.5,0.5,0,0,0,0,2,8,25.0,18,4,27.8,29.3,10,30.0,30.2,13,0,0.0,1,22.0,436,551,79.1,7298,2238,222,252,88.1,157,190,82.6,43,69,62.3,2,1.6,1.1,15,32,5,2,20,551,507,43,9,3,5,21,13,10,1,5,0,436,1,15,32,22,2,2,1,2,3,3,0,1,1,0,0,1,18,10,7,5,6,9,14,64.3,5,8,1,7,8,26,16,0,655,57,222,214,224,32,655,18,24,75.0,13,11,433,20,3,0,0,8,9,1,21,8,10,0,0,0,62,14,6,70.0,50
25,2022-02-20,14:00:00,26,Sun,Manchester Utd,Away,W,4,2,Leeds United,2.5,1.6,36715,Harry Maguire,4-2-3-1,Paul Tierney,4,15,9,60.0,0.27,0.44,14.3,0,0,0,2.5,2.5,0.16,1.5,1.5,6,2,4,66.7,0,2.2,0.2,0,0,0,0,1,11,9.1,18,5,33.3,32.4,7,71.4,50.3,9,0,0.0,0,0.0,275,380,72.4,4336,1888,137,161,85.1,89,106,84.0,28,65,43.1,4,2.3,1.5,12,19,11,1,24,380,328,50,17,1,1,13,20,3,2,1,0,275,2,8,29,20,1,5,2,0,1,8,5,1,1,1,0,0,19,10,8,8,3,11,19,57.9,8,12,4,8,10,29,13,0,487,47,158,209,129,24,487,15,25,60.0,19,14,272,23,3,0,0,19,13,2,13,10,10,0,0,0,64,7,4,63.6,46
26,2022-02-26,15:00:00,27,Sat,Manchester Utd,Home,D,0,0,Watford,3.2,0.7,73152,Bruno Fernandes,4-2-3-1,Kevin Friend,0,22,3,13.6,0.0,0.0,16.9,1,0,0,3.2,3.2,0.14,-3.2,-3.2,2,0,2,100.0,1,0.4,0.4,0,0,0,0,0,0,0.0,9,2,0.0,20.9,5,0.0,13.8,5,0,0.0,1,19.0,615,740,83.1,10603,3287,296,323,91.6,238,280,85.0,61,88,69.3,0,3.0,2.0,20,61,23,12,51,740,691,47,8,7,5,31,29,4,1,2,0,615,2,19,41,33,2,2,0,2,2,0,0,0,0,0,0,0,20,12,10,8,2,9,22,40.9,13,9,3,6,6,26,5,1,844,34,172,382,296,46,844,10,19,52.6,19,13,607,51,0,0,0,2,7,2,31,6,12,0,0,0,72,21,10,67.7,67
27,2022-03-06,16:30:00,28,Sun,Manchester Utd,Away,L,1,4,Manchester City,0.5,3.1,53165,Harry Maguire,4-2-3-1,Michael Oliver,1,5,2,40.0,0.2,0.5,14.1,0,0,0,0.5,0.5,0.11,0.5,0.5,10,4,6,60.0,0,2.9,-1.1,0,0,0,0,6,9,66.7,15,2,20.0,23.2,11,54.5,32.5,16,0,0.0,0,0.0,285,352,81.0,4987,1870,135,152,88.8,113,133,85.0,29,44,65.9,1,0.2,0.3,2,22,5,0,22,352,313,38,10,0,5,9,9,3,1,1,0,285,1,8,8,7,0,1,0,0,0,2,1,0,1,0,0,0,16,7,11,5,0,12,28,42.9,16,15,8,7,11,27,21,1,450,78,209,171,76,17,450,9,18,50.0,12,4,283,21,1,0,0,14,9,1,9,11,7,0,0,0,38,8,4,66.7,31
28,2022-03-12,17:30:00,29,Sat,Manchester Utd,Home,W,3,2,Tottenham,1.0,1.7,73458,Harry Maguire,4-2-3-1,Jonathan Moss,3,10,6,60.0,0.3,0.5,16.1,0,0,0,1.0,1.0,0.1,2.0,2.0,2,2,1,50.0,0,1.0,0.0,1,1,0,0,6,16,37.5,16,3,50.0,36.8,10,80.0,50.8,18,2,11.1,2,12.0,405,481,84.2,6794,2131,201,214,93.9,145,160,90.6,41,70,58.6,3,1.0,0.5,9,32,5,1,23,481,446,35,9,0,3,10,9,4,4,0,0,405,0,10,21,18,1,0,0,1,1,7,5,1,0,0,0,1,13,9,9,3,1,5,19,26.3,14,13,6,7,14,27,18,1,579,59,170,295,120,15,579,12,17,70.6,11,11,403,23,2,0,0,8,6,0,10,14,9,0,1,1,56,10,10,50.0,43
29,2022-04-02,17:30:00,31,Sat,Manchester Utd,Home,D,1,1,Leicester City,1.0,0.9,73444,Harry Maguire,4-2-3-1,Andre Marriner,1,11,5,45.5,0.09,0.2,14.7,0,0,0,1.0,1.0,0.1,0.0,0.0,3,1,2,66.7,0,1.0,0.0,0,0,0,0,2,8,25.0,20,1,25.0,30.9,10,30.0,27.2,12,0,0.0,0,0.0,528,627,84.2,9904,3177,208,235,88.5,266,300,88.7,52,76,68.4,0,0.8,0.8,10,48,10,3,39,627,577,46,7,3,10,19,21,6,2,3,0,528,4,9,20,16,2,1,1,0,0,1,0,0,0,1,0,0,10,6,3,7,0,1,13,7.7,12,9,2,7,9,19,13,1,707,57,203,318,196,29,707,13,22,59.1,11,6,522,38,2,0,0,13,6,4,19,9,6,0,0,0,55,12,8,60.0,54
30,2022-04-09,12:30:00,32,Sat,Manchester Utd,Away,L,0,1,Everton,1.1,0.5,39080,Harry Maguire,4-2-3-1,Jonathan Moss,0,12,4,33.3,0.0,0.0,17.5,0,0,0,1.1,1.1,0.1,-1.1,-1.1,3,1,2,66.7,0,0.1,-0.9,0,0,0,0,1,4,25.0,22,7,18.2,22.8,7,0.0,15.6,9,0,0.0,0,5.0,560,701,79.9,8397,2791,303,346,87.6,178,216,82.4,43,69,62.3,0,1.0,1.3,9,44,14,3,38,701,651,48,5,0,3,24,27,7,4,0,0,560,2,18,23,18,2,1,1,1,0,0,0,0,0,0,0,0,15,10,8,2,5,4,14,28.6,10,11,2,9,12,27,14,0,812,53,212,352,253,41,812,10,20,50.0,24,8,556,38,2,0,0,10,4,2,24,12,10,0,0,0,70,28,16,63.6,67
31,2022-04-16,15:00:00,33,Sat,Manchester Utd,Home,W,3,2,Norwich City,2.2,2.0,73381,Harry Maguire,4-3-3,Andy Madley,3,20,9,45.0,0.15,0.33,17.3,1,0,0,2.2,2.2,0.11,0.8,0.8,4,2,2,50.0,0,1.4,-0.6,0,0,0,0,1,4,25.0,16,7,12.5,25.0,7,28.6,30.0,15,0,0.0,1,23.0,581,664,87.5,8684,2684,323,349,92.6,181,205,88.3,41,58,70.7,2,2.0,1.3,17,49,14,1,42,664,622,39,5,5,7,13,18,6,2,2,0,581,3,3,40,31,3,3,1,1,1,6,1,1,1,1,1,1,16,11,6,7,3,10,20,50.0,10,9,4,5,10,26,11,0,771,55,163,348,267,48,771,18,32,56.3,9,6,576,42,0,0,0,8,6,3,13,10,11,0,0,0,56,7,8,46.7,61
32,2022-04-19,20:00:00,30,Tue,Manchester Utd,Away,L,0,4,Liverpool,0.1,2.2,52686,Harry Maguire,3-4-3,Martin Atkinson,0,2,1,50.0,0.0,0.0,21.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,5,4,1,20.0,0,2.0,-2.0,0,0,0,0,3,12,25.0,19,5,42.1,34.6,5,80.0,55.0,14,0,0.0,1,13.0,278,379,73.4,4782,1834,138,162,85.2,106,131,80.9,25,58,43.1,0,0.1,0.3,2,16,1,0,14,379,347,30,6,3,0,6,12,2,0,2,0,278,2,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,14,14,6,2,6,13,46.2,7,11,3,8,16,38,15,0,474,66,212,209,60,6,474,7,11,63.6,18,11,273,14,2,0,0,6,3,2,6,16,14,0,0,0,63,9,11,45.0,29
33,2022-04-23,12:30:00,34,Sat,Manchester Utd,Away,L,1,3,Arsenal,2.1,2.4,60223,Bruno Fernandes,4-2-3-1,Craig Pawson,1,13,5,38.5,0.08,0.2,18.1,0,0,1,2.1,1.3,0.1,-1.1,-0.3,7,3,4,71.4,0,2.7,-0.3,1,1,0,0,1,4,25.0,13,2,15.4,27.4,7,28.6,28.4,9,0,0.0,0,19.0,358,451,79.4,5755,1919,176,205,85.9,144,171,84.2,29,56,51.8,1,1.2,0.5,11,17,5,1,22,451,402,47,10,0,2,16,19,7,5,1,0,358,2,5,24,19,2,0,3,0,0,2,2,0,0,0,0,0,13,10,6,6,1,5,9,55.6,4,9,2,7,9,22,17,0,541,55,195,232,121,15,540,5,9,55.6,14,6,353,21,4,0,0,12,8,2,16,9,10,0,1,0,41,15,5,75.0,46
34,2022-04-28,19:45:00,37,Thu,Manchester Utd,Home,D,1,1,Chelsea,0.5,2.2,73564,Bruno Fernandes,4-2-3-1,Mike Dean,1,6,3,50.0,0.17,0.33,15.9,0,0,0,0.5,0.5,0.09,0.5,0.5,6,1,5,83.3,0,1.7,0.7,0,0,0,0,6,18,33.3,18,2,55.6,41.3,10,80.0,55.2,25,0,0.0,0,0.0,287,375,76.5,4978,2053,149,173,86.1,104,124,83.9,31,61,50.8,1,0.5,0.7,5,22,6,0,26,375,328,45,15,1,1,10,16,2,1,1,0,287,2,8,12,9,1,0,0,1,1,2,1,0,0,0,0,1,16,12,14,2,0,4,13,30.8,9,13,6,7,14,30,32,0,483,79,205,187,94,15,483,8,13,61.5,14,7,283,25,0,0,0,9,10,2,10,14,12,0,0,0,43,15,12,55.6,36
35,2022-05-02,20:00:00,35,Mon,Manchester Utd,Home,W,3,0,Brentford,2.2,0.6,73482,Bruno Fernandes,4-2-3-1,Chris Kavanagh,3,8,4,50.0,0.25,0.5,20.3,1,1,1,2.2,1.4,0.17,0.8,0.6,4,0,4,100.0,1,0.3,0.3,0,0,0,0,1,11,9.1,23,6,30.4,31.0,8,50.0,41.5,21,0,0.0,0,2.0,666,740,90.0,9365,2608,416,435,95.6,176,189,93.1,42,69,60.9,2,1.3,1.1,6,33,4,0,27,740,709,28,6,2,4,7,10,3,1,2,0,666,3,6,18,15,1,0,0,2,0,6,4,1,0,0,1,0,11,8,8,3,0,6,12,50.0,6,7,3,4,11,22,34,0,847,96,267,405,178,13,846,4,8,50.0,11,5,664,27,1,0,0,4,6,3,7,11,8,1,0,0,45,15,10,60.0,63
36,2022-05-07,17:30:00,36,Sat,Manchester Utd,Away,L,0,4,Brighton,1.2,2.5,31637,Bruno Fernandes,4-2-3-1,Andy Madley,0,15,5,33.3,0.0,0.0,19.4,1,0,0,1.2,1.2,0.08,-1.2,-1.2,5,4,1,20.0,0,2.4,-1.6,0,0,0,0,2,6,33.3,15,2,26.7,26.3,7,28.6,32.6,15,0,0.0,2,16.0,463,566,81.8,8100,2813,217,239,90.8,194,229,84.7,46,72,63.9,0,0.8,0.7,10,36,4,1,24,566,518,45,14,0,5,22,13,6,0,4,0,463,3,12,28,19,4,2,2,1,0,0,0,0,0,0,0,0,13,11,4,7,2,6,10,60.0,4,9,5,4,11,24,31,2,663,74,257,287,123,18,663,9,10,90.0,11,10,458,24,2,0,0,9,12,3,22,11,11,0,0,0,58,13,9,59.1,58
37,2022-05-22,16:00:00,38,Sun,Manchester Utd,Away,L,0,1,Crystal Palace,0.9,0.8,25434,Harry Maguire,4-2-3-1,Martin Atkinson,0,10,4,40.0,0.0,0.0,19.8,1,0,0,0.9,0.9,0.09,-0.9,-0.9,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,1,2,50.0,16,4,12.5,20.3,4,0.0,11.3,8,0,0.0,2,14.0,466,582,80.1,8043,2379,211,244,86.5,182,212,85.8,51,80,63.8,0,0.5,0.6,5,34,5,0,23,582,526,52,13,2,6,21,27,6,2,4,0,466,4,14,14,8,2,1,1,1,1,0,0,0,0,0,0,0,17,10,6,8,3,12,18,66.7,6,8,0,8,12,29,10,1,680,53,189,322,175,14,680,6,8,75.0,16,6,461,23,4,0,0,22,12,4,21,12,10,0,0,0,49,10,8,55.6,61
0,2021-08-15,14:00:00,1,Sun,West Ham,Away,W,4,2,Newcastle Utd,2.6,2.1,50673,Declan Rice,4-2-3-1,Martin Atkinson,4,17,7,41.2,0.24,0.57,17.1,1,0,1,2.6,2.1,0.13,1.4,1.9,3,2,1,33.3,0,1.5,-0.5,0,0,0,0,6,17,35.3,18,3,61.1,39.0,11,54.5,43.0,21,0,0.0,0,9.0,431,522,82.6,7072,2261,213,231,92.2,182,211,86.3,25,52,48.1,3,2.0,1.2,12,28,11,0,40,522,475,45,3,0,1,23,21,6,4,2,0,431,2,7,31,20,2,3,4,2,0,7,6,0,0,1,0,0,23,14,12,9,2,9,23,39.1,14,10,6,4,7,30,21,0,620,71,142,300,183,32,619,11,15,73.3,16,4,426,39,0,0,0,3,4,2,23,7,14,1,0,0,48,20,12,62.5,54
1,2021-08-23,20:00:00,2,Mon,West Ham,Home,W,4,1,Leicester City,2.8,0.6,59901,Declan Rice,4-2-3-1,Michael Oliver,4,19,7,36.8,0.21,0.57,13.9,0,0,0,2.8,2.8,0.15,1.2,1.2,1,1,0,0.0,0,0.5,-0.5,0,0,0,0,3,5,60.0,14,6,21.4,34.5,3,66.7,46.3,2,1,50.0,0,12.0,469,567,82.7,8733,2967,195,220,88.6,207,239,86.6,65,94,69.1,4,2.7,1.7,16,38,9,5,30,567,519,46,8,0,8,34,23,10,8,1,0,469,2,8,34,27,5,2,0,0,0,7,7,0,0,0,0,0,15,11,10,5,0,7,12,58.3,5,7,2,5,5,20,7,0,653,34,180,298,184,27,653,10,12,83.3,10,11,461,29,0,0,0,8,8,2,34,5,11,0,0,0,53,21,10,67.7,52
2,2021-08-28,15:00:00,3,Sat,West Ham,Home,D,2,2,Crystal Palace,1.9,1.1,59751,Declan Rice,4-2-3-1,Stuart Attwell,2,14,4,28.6,0.14,0.5,15.2,0,0,0,1.9,1.9,0.13,0.1,0.1,2,2,0,0.0,0,1.7,-0.3,0,0,0,0,2,8,25.0,11,1,45.5,39.9,6,50.0,44.0,12,0,0.0,0,0.0,331,440,75.2,5936,2359,143,168,85.1,144,171,84.2,32,66,48.5,1,1.4,1.6,12,37,12,4,36,440,384,55,9,2,3,28,32,5,3,2,0,331,1,15,21,15,2,1,3,0,0,2,2,0,0,0,0,0,16,5,11,4,1,6,21,28.6,15,10,4,6,15,31,13,0,539,43,134,245,170,36,539,11,16,68.8,16,8,328,36,1,0,0,10,5,1,28,15,5,0,0,0,47,15,29,34.1,47
3,2021-09-11,15:00:00,4,Sat,West Ham,Away,D,0,0,Southampton,0.9,0.8,30000,Declan Rice,4-2-3-1,David Coote,0,13,3,23.1,0.0,0.0,20.0,1,0,0,0.9,0.9,0.07,-0.9,-0.9,2,0,2,100.0,1,0.1,0.1,0,0,0,0,2,5,40.0,18,6,22.2,28.4,7,14.3,24.0,11,1,9.1,0,1.0,485,581,83.5,8574,3086,228,248,91.9,202,238,84.9,47,76,61.8,0,0.6,0.7,7,46,5,3,24,581,548,31,9,1,3,22,10,4,3,1,0,485,2,3,20,13,3,0,2,2,0,0,0,0,0,0,0,0,14,5,6,5,3,4,9,44.4,5,9,4,5,15,29,19,0,691,55,180,329,189,14,691,6,11,54.5,20,3,482,23,3,1,1,12,10,2,22,15,5,0,0,0,57,16,16,50.0,58
4,2021-09-19,14:00:00,5,Sun,West Ham,Home,L,1,2,Manchester Utd,1.7,2.0,60000,Declan Rice,4-4-2,Martin Atkinson,1,12,3,25.0,0.08,0.33,22.0,0,0,1,1.7,0.9,0.08,-0.7,0.1,10,2,8,80.0,0,3.0,1.0,0,0,0,0,1,10,10.0,16,6,50.0,40.8,10,20.0,24.0,28,0,0.0,0,1.0,367,457,80.3,6048,2084,164,178,92.1,170,194,87.6,21,55,38.2,1,0.8,0.5,10,24,8,1,27,457,418,37,7,1,1,17,15,2,2,0,0,367,2,10,22,18,0,3,1,0,0,2,2,0,0,0,0,0,14,7,7,6,1,5,24,20.8,19,12,3,9,4,18,32,1,561,79,208,247,115,15,560,14,17,82.4,8,11,362,26,0,0,0,5,6,2,17,4,7,0,0,0,39,12,9,57.1,40
5,2021-09-25,15:00:00,6,Sat,West Ham,Away,W,2,1,Leeds United,2.2,1.3,36417,Declan Rice,4-2-3-1,Kevin Friend,1,20,6,30.0,0.05,0.17,18.2,2,0,0,2.2,2.2,0.11,-1.2,-1.2,5,1,4,80.0,0,1.1,0.1,0,0,0,0,3,11,27.3,24,8,33.3,29.9,5,60.0,42.2,9,0,0.0,0,14.0,300,399,75.2,5335,2362,129,145,89.0,132,160,82.5,34,72,47.2,1,1.8,1.0,15,23,0,0,25,399,353,46,10,2,1,21,22,7,2,5,0,300,0,9,34,21,6,3,1,2,1,2,1,0,1,0,0,0,15,9,7,6,2,10,15,66.7,5,8,6,2,7,22,13,1,497,60,170,207,128,23,497,7,18,38.9,8,5,295,25,2,0,0,6,10,0,21,7,9,0,0,0,44,19,18,51.4,47
6,2021-10-03,14:00:00,7,Sun,West Ham,Home,L,1,2,Brentford,1.7,1.3,49940,Declan Rice,4-2-3-1,Peter Bankes,1,18,5,27.8,0.06,0.2,16.7,1,0,0,1.7,1.7,0.1,-0.7,-0.7,6,2,4,66.7,0,1.3,-0.7,0,0,0,0,5,17,29.4,17,4,64.7,44.7,6,100.0,71.0,13,2,15.4,0,9.0,340,480,70.8,6385,2231,134,167,80.2,157,185,84.9,36,90,40.0,1,1.3,1.1,11,35,12,6,32,480,429,49,13,1,3,33,17,10,5,5,0,340,2,10,32,22,4,1,3,1,1,2,1,1,0,0,0,0,15,8,4,9,2,7,12,58.3,5,14,4,10,8,23,15,0,571,43,135,262,179,29,571,9,12,75.0,12,2,333,30,2,0,0,16,13,2,33,8,8,0,0,0,55,25,25,50.0,59
7,2021-10-17,14:00:00,8,Sun,West Ham,Away,W,1,0,Everton,1.4,1.1,39132,Declan Rice,4-2-3-1,Stuart Attwell,1,16,4,25.0,0.06,0.25,16.5,0,0,0,1.4,1.4,0.09,-0.4,-0.4,2,0,2,100.0,1,0.2,0.2,0,0,0,0,4,12,33.3,15,5,13.3,26.1,13,76.9,58.5,25,2,8.0,0,4.3,480,600,80.0,8312,2827,194,215,90.2,224,255,87.8,37,81,45.7,1,1.0,0.7,10,35,10,1,29,600,547,51,3,1,6,29,25,9,5,3,0,480,2,7,28,22,1,1,3,0,1,2,0,1,0,1,0,0,13,8,6,2,5,9,15,60.0,6,15,4,11,10,23,19,0,706,62,183,356,176,31,706,8,21,38.1,14,6,475,29,2,0,0,3,3,2,29,10,8,0,0,0,61,13,20,39.4,61
8,2021-10-24,14:00:00,9,Sun,West Ham,Home,W,1,0,Tottenham,1.3,0.9,59924,Declan Rice,4-2-3-1,Paul Tierney,1,13,4,30.8,0.08,0.25,14.8,0,0,0,1.3,1.3,0.1,-0.3,-0.3,4,0,4,100.0,1,0.6,0.6,0,0,0,0,3,9,33.3,28,14,25.0,33.2,3,66.7,51.3,16,1,6.3,0,13.0,327,419,78.0,6254,2495,124,145,85.5,169,196,86.2,33,68,48.5,1,1.1,0.7,10,28,11,4,30,419,387,31,4,3,1,14,21,2,1,1,0,327,1,9,23,17,1,1,2,0,2,2,0,1,0,1,0,0,23,13,16,5,2,12,22,54.5,10,14,1,13,9,32,17,0,534,65,220,213,112,22,534,9,16,56.3,22,8,323,28,2,0,0,11,3,1,14,9,13,0,0,0,53,11,15,42.3,38
9,2021-10-31,16:30:00,10,Sun,West Ham,Away,W,4,1,Aston Villa,2.7,0.8,41874,Declan Rice,4-2-3-1,Chris Kavanagh,4,21,8,38.1,0.19,0.5,16.5,3,0,0,2.7,2.7,0.13,1.3,1.3,3,1,2,66.7,0,0.7,-0.3,0,0,0,0,2,9,22.2,18,4,22.2,30.9,7,71.4,54.4,9,0,0.0,0,8.5,401,500,80.2,6924,2349,188,210,89.5,157,179,87.7,43,81,53.1,3,1.7,1.3,12,33,5,1,26,500,458,42,6,1,3,16,21,6,4,1,0,401,0,7,37,21,2,3,5,4,2,7,6,0,0,1,0,0,20,10,11,7,2,12,20,60.0,8,6,1,5,13,33,23,0,626,55,196,302,134,25,626,7,16,43.8,17,7,398,25,2,0,0,13,7,0,16,13,10,0,0,0,59,16,25,39.0,57
10,2021-11-07,16:30:00,11,Sun,West Ham,Home,W,3,2,Liverpool,0.9,1.5,59909,Declan Rice,4-2-3-1,Craig Pawson,2,7,3,42.9,0.29,0.67,14.5,0,0,0,0.9,0.9,0.12,1.1,1.1,5,2,3,60.0,0,1.0,-1.0,0,0,0,0,8,20,40.0,18,3,61.1,43.4,10,90.0,56.4,18,0,0.0,0,11.0,230,335,68.7,4589,1848,99,120,82.5,85,111,76.6,39,78,50.0,2,0.8,0.7,6,21,4,2,11,335,296,37,6,1,5,16,15,3,3,0,0,230,2,11,14,8,2,1,1,0,2,4,1,1,1,1,0,0,8,3,5,3,0,5,15,33.3,10,13,6,7,14,22,37,0,451,82,195,178,83,12,451,9,12,75.0,18,3,226,11,1,0,0,11,6,2,16,14,3,0,0,0,62,17,19,47.2,31
11,2021-11-20,15:00:00,12,Sat,West Ham,Away,L,0,1,Wolves,0.6,1.1,30667,Declan Rice,4-2-3-1,Mike Dean,0,8,3,37.5,0.0,0.0,20.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,5,1,4,80.0,0,1.2,0.2,0,0,0,0,2,4,50.0,18,5,5.6,21.2,11,27.3,34.2,18,1,5.6,2,18.2,440,528,83.3,7690,2496,208,226,92.0,182,212,85.8,42,72,58.3,0,0.4,0.5,5,30,7,3,24,528,488,39,6,0,3,23,17,3,2,1,0,440,1,6,14,12,1,1,0,0,0,0,0,0,0,0,0,0,12,7,6,5,1,7,21,33.3,14,9,3,6,12,24,22,0,623,58,172,321,135,16,623,9,21,42.9,10,5,436,23,1,0,0,9,6,1,23,12,7,0,0,0,45,11,11,50.0,48
12,2021-11-28,14:00:00,13,Sun,West Ham,Away,L,1,2,Manchester City,0.2,2.4,53245,Declan Rice,4-2-3-1,Michael Oliver,1,5,3,60.0,0.2,0.33,21.4,1,0,0,0.2,0.2,0.04,0.8,0.8,8,2,6,75.0,0,3.3,1.3,0,0,0,0,7,22,31.8,21,0,85.7,44.5,9,44.4,32.6,16,0,0.0,0,0.0,269,361,74.5,4850,1894,118,138,85.5,118,138,85.5,26,62,41.9,0,0.1,0.5,3,26,7,1,17,361,321,36,10,0,0,17,10,4,4,0,0,269,4,8,10,7,1,0,0,1,1,2,1,0,0,0,0,1,16,13,8,7,1,9,15,60.0,6,10,5,5,11,27,18,0,458,73,173,177,112,12,458,11,17,64.7,18,9,266,16,0,0,0,6,7,4,17,11,13,0,0,0,57,13,11,54.2,32
13,2021-12-01,19:30:00,14,Wed,West Ham,Home,D,1,1,Brighton,1.4,1.4,59626,Declan Rice,4-2-3-1,Chris Kavanagh,1,14,5,35.7,0.07,0.2,22.6,0,0,0,1.4,1.4,0.1,-0.4,-0.4,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,8,12,66.7,7,1,85.7,54.1,8,75.0,44.9,13,0,0.0,0,0.0,220,321,68.5,4067,1640,118,137,86.1,64,97,66.0,36,67,53.7,1,1.2,0.6,9,13,7,3,19,321,270,50,8,1,4,25,23,9,8,0,0,220,1,8,24,18,2,3,1,0,0,2,0,2,0,0,0,0,13,7,4,8,1,8,16,50.0,8,14,2,12,14,27,19,0,430,51,134,165,137,24,430,11,17,64.7,9,13,214,18,1,0,0,10,7,1,25,14,7,0,0,0,49,11,16,40.7,35
14,2021-12-04,12:30:00,15,Sat,West Ham,Home,W,3,2,Chelsea,2.2,1.3,59942,Declan Rice,3-4-3,Andre Marriner,3,10,3,30.0,0.2,0.67,20.1,0,1,1,2.2,1.4,0.14,0.8,0.6,7,2,5,71.4,0,0.9,-1.1,0,0,0,0,7,19,36.8,27,7,59.3,43.1,5,60.0,44.8,23,0,0.0,0,0.0,276,378,73.0,4954,2021,124,146,84.9,122,145,84.1,25,62,40.3,2,1.3,1.1,7,16,3,1,16,378,337,38,10,0,2,13,20,1,1,0,0,276,3,11,15,12,2,0,0,1,0,5,3,1,0,0,1,0,13,7,7,6,0,6,15,40.0,9,13,8,5,5,18,31,0,481,85,203,194,89,18,480,6,7,85.7,13,5,276,16,1,0,0,10,9,3,13,5,7,1,0,0,44,17,14,54.8,37
