,Date,Time,Round,Day,Team,Venue,Result,GF,GA,Opponent,xG,xGA,Attendance,Captain,Formation,Referee,Standard | Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Standard | PK,Standard | PKatt,Expected | xG,Expected | npxG,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG,Performance | SoTA,Performance | GA,Performance | Saves,Performance | Save%,Performance | CS,Performance | PSxG,Performance | PSxG+/-,Penalty Kicks | PKatt,Penalty Kicks | PKA,Penalty Kicks | PKsv,Penalty Kicks | PKm,Launched | Cmp,Launched | Att,Launched | Cmp%,Passes | Att,Passes | Thr,Passes | Launch%,Passes | AvgLen,Goal Kicks | Att,Goal Kicks | Launch%,Goal Kicks | AvgLen,Crosses | Opp,Crosses | Stp,Crosses | Stp%,Sweeper | #OPA,Sweeper | AvgDist,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA Types | SCA,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA Types | GCA,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Performance | CrdY,Performance | CrdR,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Performance | Crs,Performance | Int,Performance | TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Poss
19,2022-01-15,15:00:00,22,Sat,Wolves,Home,W,3,1,Southampton,2.5,0.8,30057,Conor Coady,3-4-3,Michael Salisbury,3,8,4,50.0,0.25,0.5,15.4,0,1,1,2.5,1.9,0.27,0.5,0.1,10,1,9,90.0,0,1.7,0.7,0,0,0,0,2,12,16.7,23,10,34.8,37.1,5,80.0,54.8,21,2,9.5,2,12.9,267,370,72.2,4706,1864,115,136,84.6,106,130,81.5,31,72,43.1,1,0.7,0.2,5,20,6,2,14,370,326,42,13,1,2,11,20,2,0,2,0,267,2,10,15,7,1,1,3,2,1,5,2,0,0,2,1,0,23,17,11,7,5,5,15,33.3,10,8,0,8,15,38,30,0,490,73,202,200,91,14,489,9,15,60.0,18,4,264,13,2,0,0,13,14,2,11,15,17,1,0,0,55,13,19,40.6,43
20,2022-01-22,15:00:00,23,Sat,Wolves,Away,W,2,1,Brentford,0.3,1.4,16982,Conor Coady,3-5-2,Peter Bankes,2,7,2,28.6,0.29,1.0,21.7,0,0,0,0.3,0.3,0.05,1.7,1.7,1,1,0,0.0,0,0.2,-0.8,0,0,0,0,2,14,14.3,20,5,50.0,41.1,6,66.7,47.7,17,1,5.9,1,16.3,383,513,74.7,6188,1883,185,220,84.1,143,173,82.7,34,78,43.6,2,0.3,0.3,5,31,5,1,22,513,472,37,6,2,3,7,20,3,1,1,0,383,4,6,14,13,0,0,0,0,1,4,4,0,0,0,0,0,22,12,11,10,1,3,14,21.4,11,15,5,10,9,31,36,0,634,76,193,324,125,10,634,16,23,69.6,18,9,380,22,3,0,0,7,6,4,7,9,12,0,0,0,64,14,25,35.9,50
21,2022-02-10,19:45:00,24,Thu,Wolves,Home,L,0,1,Arsenal,0.9,1.9,31523,Conor Coady,3-4-3,Michael Oliver,0,15,4,26.7,0.0,0.0,19.1,2,0,0,0.9,0.9,0.06,-0.9,-0.9,2,1,1,50.0,0,0.8,-0.2,0,0,0,0,3,6,50.0,21,3,23.8,30.1,3,33.3,38.3,9,0,0.0,3,18.4,435,556,78.2,8155,2749,162,180,90.0,223,272,82.0,47,87,54.0,0,0.7,1.5,10,44,8,6,31,556,502,53,12,2,6,42,29,7,1,3,1,435,1,11,30,25,2,0,1,2,0,0,0,0,0,0,0,0,12,5,4,8,0,4,9,44.4,5,13,7,6,17,29,17,0,659,52,207,270,188,30,659,10,24,41.7,15,3,426,30,2,0,0,12,13,1,42,17,5,0,0,0,60,17,14,54.8,58
22,2022-02-13,14:00:00,25,Sun,Wolves,Away,W,2,0,Tottenham,1.7,1.8,56452,Conor Coady,3-5-2,Kevin Friend,2,11,7,63.6,0.18,0.29,15.9,0,0,0,1.7,1.7,0.17,0.3,0.3,7,0,7,100.0,1,0.5,0.5,0,0,0,0,4,20,20.0,27,4,55.6,42.0,7,71.4,46.6,18,0,0.0,4,16.3,338,448,75.4,6286,1946,145,164,88.4,136,170,80.0,48,87,55.2,0,0.7,0.5,6,15,3,0,16,448,395,52,16,2,3,6,25,3,3,0,0,338,1,12,17,12,0,1,3,0,1,2,0,0,0,2,0,0,15,7,7,7,1,7,17,41.2,10,14,5,9,12,27,34,0,568,84,229,263,83,13,568,6,13,46.2,16,8,333,16,1,0,0,13,12,1,6,12,7,0,0,0,65,11,21,34.4,42
23,2022-02-20,16:30:00,26,Sun,Wolves,Home,W,2,1,Leicester City,1.3,1.7,31587,Conor Coady,3-5-2,Craig Pawson,2,11,3,27.3,0.18,0.67,19.4,1,0,0,1.3,1.3,0.12,0.7,0.7,7,1,6,85.7,0,2.5,1.5,0,0,0,0,4,8,50.0,20,9,25.0,33.8,8,37.5,25.9,26,4,15.4,0,5.3,282,364,77.5,5221,1965,107,120,89.2,136,160,85.0,31,63,49.2,2,1.2,0.4,9,13,4,1,17,364,316,46,10,0,4,14,19,7,3,3,0,282,2,6,21,10,5,0,1,2,3,4,4,0,0,0,0,0,22,9,16,6,0,6,20,30.0,14,19,4,15,6,28,42,0,493,92,263,159,77,19,493,7,15,46.7,13,14,274,16,4,0,0,12,9,2,14,6,9,0,0,0,49,17,8,68.0,37
24,2022-02-24,19:45:00,20,Thu,Wolves,Away,L,1,2,Arsenal,1.3,3.6,59888,Conor Coady,3-4-3,Martin Atkinson,1,6,2,33.3,0.17,0.5,14.8,0,0,0,1.3,1.3,0.21,-0.3,-0.3,5,2,4,60.0,0,1.5,0.5,0,0,0,0,5,18,27.8,23,9,43.5,38.5,14,57.1,40.9,12,1,8.3,0,6.0,328,441,74.4,5998,2043,143,166,86.1,143,161,88.8,39,91,42.9,0,0.7,0.3,4,14,3,2,8,441,395,44,9,1,3,9,14,4,0,4,0,328,2,15,11,6,0,2,1,0,2,1,0,0,1,0,0,0,21,15,15,6,0,9,27,33.3,18,15,9,6,16,37,23,0,557,95,283,212,68,8,557,9,15,60.0,14,6,323,8,1,0,0,9,8,2,9,16,15,0,0,1,58,12,11,52.2,44
25,2022-02-27,14:00:00,27,Sun,Wolves,Away,L,0,1,West Ham,0.9,1.8,59946,Conor Coady,3-4-3,Anthony Taylor,0,14,1,7.1,0.0,0.0,21.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9,4,1,3,75.0,0,1.7,0.7,0,0,0,0,3,12,25.0,34,4,26.5,30.0,12,25.0,29.8,14,1,7.1,1,13.3,562,674,83.4,9739,2876,251,282,89.0,251,276,90.9,51,89,57.3,0,0.7,0.6,12,44,9,0,34,674,626,47,10,0,2,16,18,5,3,2,0,562,1,8,24,23,0,1,0,0,0,0,0,0,0,0,0,0,13,9,7,6,0,8,13,61.5,5,8,1,7,5,18,22,0,765,89,254,340,175,23,765,5,12,41.7,12,8,554,34,0,0,0,2,7,1,16,5,9,0,0,0,48,6,14,30.0,61
26,2022-03-05,15:00:00,28,Sat,Wolves,Home,L,0,2,Crystal Palace,0.7,2.8,31395,Conor Coady,3-4-3,Andy Madley,0,12,5,41.7,0.0,0.0,19.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,8,2,6,87.5,0,3.3,1.3,1,1,0,0,0,4,0.0,25,4,16.0,27.9,3,0.0,13.3,16,0,0.0,1,20.3,479,607,78.9,8585,2622,202,237,85.2,210,252,83.3,58,87,66.7,0,0.5,0.8,9,36,12,2,37,607,561,45,16,1,5,25,16,7,1,4,0,479,1,9,20,15,2,0,1,1,1,0,0,0,0,0,0,0,20,8,7,9,4,5,18,27.8,13,10,3,7,10,30,14,1,726,70,204,316,213,29,726,12,18,66.7,20,8,472,37,0,0,0,13,8,1,25,10,8,0,1,0,62,13,14,48.1,63
27,2022-03-10,19:30:00,19,Thu,Wolves,Home,W,4,0,Watford,0.9,0.9,29658,Conor Coady,3-4-3,Darren England,3,10,5,50.0,0.3,0.6,18.9,0,0,0,0.9,0.9,0.09,2.1,2.1,0,0,0,0.0,1,0.0,0.0,0,0,0,0,1,2,50.0,25,2,8.0,21.0,6,0.0,11.7,8,0,0.0,0,11.5,625,714,87.5,11180,3421,266,287,92.7,279,311,89.7,65,86,75.6,2,0.8,0.8,7,35,9,3,42,714,663,50,14,3,9,21,24,5,1,3,1,625,1,5,17,15,0,1,0,0,1,5,4,0,0,0,0,1,10,7,5,4,1,5,16,31.3,11,7,4,3,9,19,8,0,785,56,272,377,143,21,785,6,14,42.9,20,5,616,39,2,0,0,11,9,1,21,9,7,0,0,0,52,18,12,60.0,66
28,2022-03-13,14:00:00,29,Sun,Wolves,Away,W,1,0,Everton,1.0,0.4,39112,Conor Coady,3-5-2,Michael Oliver,1,14,3,21.4,0.07,0.33,21.7,0,0,0,1.0,1.0,0.07,0.0,0.0,2,0,2,100.0,1,0.2,0.2,0,0,0,0,5,11,45.5,25,7,32.0,33.9,7,42.9,45.4,11,0,0.0,2,19.8,541,630,85.9,9944,3300,224,248,90.3,250,275,90.9,58,82,70.7,1,0.9,0.5,11,44,3,1,22,630,586,44,20,0,4,12,14,2,0,1,0,541,0,9,27,21,2,2,0,1,1,2,2,0,0,0,0,0,12,8,3,8,1,4,14,28.6,10,9,0,9,13,25,23,0,737,56,223,368,151,15,737,9,17,52.9,14,14,536,21,1,0,0,11,12,0,12,13,8,0,0,0,54,12,11,52.2,61
29,2022-03-18,20:00:00,30,Fri,Wolves,Home,L,2,3,Leeds United,1.1,2.2,31842,Conor Coady,3-4-3,Kevin Friend,2,14,8,57.1,0.14,0.25,20.9,0,0,0,1.1,1.1,0.08,0.9,0.9,5,3,2,40.0,0,1.9,-1.1,0,0,0,0,3,12,25.0,28,4,25.0,30.1,8,62.5,46.4,12,0,0.0,2,13.5,361,453,79.7,6934,2456,152,178,85.4,140,161,87.0,59,92,64.1,2,1.1,1.1,12,24,8,3,25,453,399,53,16,1,5,11,23,2,0,2,0,361,1,8,26,18,3,3,0,2,0,4,3,1,0,0,0,0,15,9,9,5,1,7,16,43.8,9,15,3,12,8,23,14,3,559,64,231,217,116,23,559,14,31,45.2,20,9,355,24,3,1,1,13,14,1,11,8,9,0,0,0,58,10,14,41.7,48
30,2022-04-02,15:00:00,31,Sat,Wolves,Home,W,2,1,Aston Villa,1.4,2.0,31012,Conor Coady,3-4-3,Darren England,1,11,4,36.4,0.09,0.25,15.0,0,0,0,1.4,1.4,0.14,-0.4,-0.4,5,1,4,100.0,0,1.3,0.3,1,1,0,0,2,7,28.6,25,4,24.0,34.2,6,16.7,27.5,17,2,11.8,0,8.2,361,457,79.0,6567,2442,155,173,89.6,150,177,84.7,46,75,61.3,0,0.4,0.4,5,15,6,1,17,457,415,41,9,1,1,11,20,4,1,2,0,361,1,14,15,7,1,1,3,1,2,2,0,0,0,1,0,1,23,11,13,8,2,5,13,38.5,8,11,3,8,6,29,20,0,561,80,258,218,94,17,561,10,18,55.6,17,9,355,17,4,0,0,15,8,1,11,6,11,0,1,0,62,15,9,62.5,49
31,2022-04-08,20:00:00,32,Fri,Wolves,Away,L,0,1,Newcastle Utd,0.3,1.7,52164,Conor Coady,3-4-3,Peter Bankes,0,5,2,40.0,0.0,0.0,18.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,4,1,3,100.0,0,1.5,0.5,1,1,0,0,3,12,25.0,21,6,38.1,32.6,8,50.0,34.8,12,2,16.7,1,14.7,479,585,81.9,7964,2360,238,267,89.1,198,229,86.5,37,72,51.4,0,0.2,0.2,2,26,2,1,20,585,547,38,7,2,2,14,19,2,0,1,0,479,0,7,8,5,0,2,0,0,1,0,0,0,0,0,0,0,24,12,9,14,1,6,16,37.5,10,9,5,4,7,31,14,0,673,69,243,313,123,9,673,9,18,50.0,9,2,476,19,1,0,0,13,6,0,14,7,12,0,1,0,53,10,11,47.6,58
32,2022-04-24,14:00:00,34,Sun,Wolves,Away,L,0,1,Burnley,0.7,1.6,19246,Conor Coady,3-4-3,Anthony Taylor,0,10,4,40.0,0.0,0.0,19.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,5,1,4,80.0,0,1.3,0.3,0,0,0,0,4,15,26.7,31,6,41.9,40.0,5,40.0,30.6,8,3,37.5,1,12.5,522,639,81.7,9214,2838,204,231,88.3,238,268,88.8,45,82,54.9,0,0.6,0.6,8,33,12,1,32,639,586,51,13,2,6,16,25,6,0,3,1,522,2,10,19,12,1,4,0,0,2,0,0,0,0,0,0,0,28,16,13,13,2,12,18,66.7,6,9,4,5,9,37,16,0,748,54,198,404,151,27,748,10,17,58.8,18,13,516,31,1,0,0,7,6,2,16,9,16,0,0,0,62,12,11,52.2,64
33,2022-04-30,15:00:00,35,Sat,Wolves,Home,L,0,3,Brighton,0.8,2.8,31243,Conor Coady,3-5-2,Simon Hooper,0,11,1,9.1,0.0,0.0,18.8,1,0,0,0.8,0.8,0.08,-0.8,-0.8,9,3,6,77.8,0,2.9,-0.1,2,1,0,1,2,7,28.6,30,4,16.7,29.0,6,33.3,36.2,8,0,0.0,2,13.2,394,499,79.0,6798,2568,182,206,88.3,173,206,84.0,34,72,47.2,0,0.6,0.5,8,27,3,1,30,499,461,37,4,2,2,20,16,7,2,3,1,394,1,5,18,14,0,1,2,1,0,0,0,0,0,0,0,0,19,13,12,5,2,11,25,44.0,14,14,4,10,5,24,10,0,588,67,251,238,104,20,588,13,24,54.2,9,11,389,29,2,0,0,6,4,1,20,5,13,0,2,0,62,8,6,57.1,49
34,2022-05-07,15:00:00,36,Sat,Wolves,Away,D,2,2,Chelsea,2.1,2.4,32190,Conor Coady,3-5-2,Peter Bankes,2,14,4,28.6,0.14,0.5,15.6,0,0,0,2.1,2.1,0.15,-0.1,-0.1,6,2,4,83.3,0,1.9,-0.1,1,1,0,0,2,10,20.0,16,6,56.3,41.1,9,11.1,16.8,18,1,5.6,0,7.0,287,372,77.2,4918,1933,136,157,86.6,110,135,81.5,32,62,51.6,2,1.6,0.8,9,13,5,2,15,372,332,39,9,2,4,18,15,3,1,2,0,287,1,6,22,10,2,1,2,2,5,5,3,0,0,0,0,2,18,11,13,4,1,8,16,50.0,8,9,5,4,12,30,29,2,486,81,226,181,84,15,486,13,18,72.2,16,15,281,14,3,0,0,11,7,1,18,12,11,0,1,0,47,10,15,40.0,41
35,2022-05-11,20:15:00,33,Wed,Wolves,Home,L,1,5,Manchester City,0.5,2.8,32000,Conor Coady,3-5-2,Martin Atkinson,1,7,3,42.9,0.14,0.33,16.9,0,0,0,0.5,0.5,0.08,0.5,0.5,5,5,0,0.0,0,3.7,-1.3,0,0,0,0,5,15,33.3,34,10,32.4,31.1,9,44.4,34.6,4,2,50.0,2,13.7,340,418,81.3,6433,2276,131,148,88.5,165,183,90.2,41,73,56.2,1,0.5,0.3,6,18,5,1,16,418,373,43,14,0,0,15,8,6,3,1,0,340,2,3,12,10,1,1,0,0,0,2,2,0,0,0,0,0,16,9,6,9,1,4,9,44.4,5,6,1,5,8,24,12,2,502,84,249,195,62,13,502,10,20,50.0,10,12,336,15,0,0,0,2,9,2,15,8,9,0,0,0,40,4,11,26.7,34
36,2022-05-15,14:00:00,37,Sun,Wolves,Home,D,1,1,Norwich City,1.0,1.3,31219,Conor Coady,3-4-3,Tony Harrington,1,17,4,23.5,0.06,0.25,20.8,1,0,0,1.0,1.0,0.06,0.0,0.0,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,0,4,0.0,11,3,27.3,26.9,10,10.0,21.2,6,0,0.0,1,22.7,580,662,87.6,9997,3116,262,292,89.7,263,283,92.9,43,65,66.2,0,0.7,0.9,12,53,9,5,33,662,617,45,9,0,2,27,19,5,0,5,0,580,0,3,29,20,2,1,0,3,3,0,0,0,0,0,0,0,8,6,6,2,0,4,15,26.7,11,10,1,9,8,16,10,0,749,46,153,353,253,30,749,19,29,65.5,18,14,571,32,0,0,0,5,10,0,27,8,6,0,0,0,49,14,10,58.3,64
37,2022-05-22,16:00:00,38,Sun,Wolves,Away,L,1,3,Liverpool,1.4,3.1,53097,Conor Coady,3-5-2,Anthony Taylor,1,7,5,71.4,0.14,0.2,14.7,0,0,0,1.4,1.4,0.2,-0.4,-0.4,7,3,4,57.1,0,2.8,0.1,0,0,0,0,7,16,43.8,18,5,50.0,41.2,9,77.8,62.7,20,4,20.0,0,7.5,343,430,79.8,6806,2718,151,165,91.5,130,148,87.8,59,100,59.0,1,1.4,0.8,7,24,2,0,18,430,389,40,9,5,5,9,15,3,0,3,0,343,1,10,15,12,1,0,0,0,2,2,1,1,0,0,0,0,18,6,10,7,1,6,18,33.3,12,20,14,6,15,33,31,0,565,104,277,215,83,15,565,8,19,42.1,15,10,335,16,0,0,0,3,5,1,9,15,6,0,0,0,57,4,7,36.4,37
0,2021-08-15,14:00:00,1,Sun,Newcastle Utd,Home,L,2,4,West Ham,2.1,2.6,50673,Federico Fernandez,5-3-2,Martin Atkinson,2,17,3,17.6,0.12,0.67,16.3,0,0,0,2.1,2.1,0.12,-0.1,-0.1,8,4,3,50.0,0,3.2,-0.8,1,0,1,0,3,7,42.9,17,4,11.8,24.2,10,50.0,39.9,13,0,0.0,0,0.0,364,449,81.1,6456,2068,164,178,92.1,144,170,84.7,40,73,54.8,2,1.7,1.4,12,25,8,4,23,449,405,43,5,1,0,27,16,7,7,0,0,364,1,4,27,19,3,2,3,0,0,3,3,0,0,0,0,0,8,5,5,3,0,4,15,26.7,11,10,6,4,9,17,25,0,553,66,176,257,127,21,553,14,23,60.9,15,14,357,22,1,0,0,4,3,1,27,9,5,0,1,0,45,12,20,37.5,46
1,2021-08-21,15:00:00,2,Sat,Newcastle Utd,Away,L,0,2,Aston Villa,0.9,1.3,41964,Jamaal Lascelles,5-3-2,David Coote,0,9,1,11.1,0.0,0.0,16.1,0,0,0,0.9,0.9,0.1,-0.9,-0.9,2,2,0,50.0,0,1.5,-0.5,1,1,0,0,0,14,0.0,18,3,38.9,30.9,11,63.6,46.0,12,0,0.0,0,14.5,287,382,75.1,5457,1772,115,131,87.8,142,169,84.0,29,72,40.3,0,0.9,1.0,9,18,6,2,10,382,327,53,11,3,2,20,24,4,4,0,0,287,2,4,17,11,5,0,0,1,0,0,0,0,0,0,0,0,14,7,8,6,0,4,6,66.7,2,4,0,4,2,16,21,0,461,59,196,182,91,17,461,4,12,33.3,8,5,283,9,4,0,0,18,8,2,20,2,7,0,1,0,34,18,17,51.4,53
2,2021-08-28,15:00:00,3,Sat,Newcastle Utd,Home,D,2,2,Southampton,1.1,3.7,44017,Jamaal Lascelles,3-5-2,Paul Tierney,2,10,4,40.0,0.2,0.5,16.5,1,0,0,1.1,1.1,0.12,0.9,0.9,6,2,4,83.3,0,2.1,0.1,1,1,0,0,8,18,44.4,14,4,50.0,41.1,13,84.6,55.7,16,2,12.5,0,3.0,223,331,67.4,4435,1907,96,121,79.3,81,104,77.9,41,79,51.9,1,0.7,0.5,7,18,4,1,13,331,289,37,5,1,2,17,12,4,4,0,0,223,5,11,18,10,1,3,1,1,2,3,2,0,0,1,0,0,31,18,15,11,5,12,27,44.4,15,11,9,2,5,36,17,1,446,64,174,179,100,17,446,10,13,76.9,18,12,217,12,3,0,0,11,5,5,17,5,18,0,1,0,63,16,14,53.3,37
3,2021-09-11,15:00:00,4,Sat,Newcastle Utd,Away,L,1,4,Manchester Utd,0.7,2.6,72732,Jamaal Lascelles,5-4-1,Anthony Taylor,1,12,3,25.0,0.08,0.33,22.5,0,0,0,0.7,0.7,0.06,0.3,0.3,6,4,2,33.3,0,2.1,-1.9,0,0,0,0,12,27,44.4,30,0,80.0,48.8,5,60.0,47.6,14,1,7.1,0,6.0,319,397,80.4,6029,2050,143,157,91.1,127,142,89.4,42,77,54.5,1,0.4,0.2,7,19,3,1,8,397,346,48,10,0,6,10,19,3,3,0,0,319,3,9,16,12,0,2,2,0,0,2,2,0,0,0,0,0,17,10,14,1,2,9,16,56.3,7,15,6,9,13,30,21,1,515,89,226,196,99,12,515,12,20,60.0,9,11,317,8,0,0,0,2,9,3,10,13,10,0,0,0,34,6,7,46.2,37
4,2021-09-17,20:00:00,5,Fri,Newcastle Utd,Home,D,1,1,Leeds United,1.6,1.8,50407,Jamaal Lascelles,5-4-1,Mike Dean,1,17,7,41.2,0.06,0.14,19.2,0,0,0,1.6,1.6,0.1,-0.6,-0.6,9,1,8,88.9,0,0.9,-0.1,0,0,0,0,11,21,52.4,21,5,57.1,45.4,10,90.0,62.9,17,0,0.0,0,12.0,227,325,69.8,4422,2203,102,127,80.3,87,111,78.4,30,65,46.2,1,1.4,0.8,13,17,6,1,23,325,287,37,11,0,6,8,10,4,0,4,0,227,1,5,28,22,1,1,4,0,0,2,2,0,0,0,0,0,17,10,9,8,0,9,20,45.0,11,13,4,9,9,26,29,0,440,66,174,173,102,29,440,7,15,46.7,14,11,221,21,2,0,0,9,11,1,8,9,10,0,0,0,52,14,9,60.9,35
5,2021-09-25,15:00:00,6,Sat,Newcastle Utd,Away,D,1,1,Watford,2.4,1.1,20650,Federico Fernandez,4-1-4-1,Jarred Gillett,1,20,6,30.0,0.05,0.17,17.9,1,0,0,2.4,2.4,0.12,-1.4,-1.4,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,11,22,50.0,18,1,77.8,49.2,9,88.9,61.3,12,0,0.0,0,0.0,271,368,73.6,5009,2353,125,149,83.9,97,120,80.8,41,79,51.9,1,2.0,1.3,14,30,4,1,26,368,315,52,19,3,4,15,16,6,4,1,1,271,1,6,36,24,2,2,5,2,1,2,2,0,0,0,0,0,22,12,12,9,1,11,32,34.4,21,11,5,6,9,31,24,0,493,54,196,182,121,18,493,11,18,61.1,15,6,264,25,3,0,0,12,17,1,15,9,12,0,0,0,53,24,17,58.5,47
6,2021-10-02,15:00:00,7,Sat,Newcastle Utd,Away,L,1,2,Wolves,0.7,1.1,30483,Federico Fernandez,4-1-4-1,Graham Scott,1,8,2,25.0,0.13,0.5,16.5,1,0,0,0.7,0.7,0.09,0.3,0.3,3,2,1,33.3,0,1.4,-0.6,0,0,0,0,4,10,40.0,20,3,45.0,32.5,4,25.0,28.5,1,0,0.0,0,9.0,354,463,76.5,5741,1973,183,211,86.7,103,129,79.8,40,74,54.1,1,0.3,0.4,5,20,2,1,12,463,408,54,16,1,9,26,27,4,1,3,0,354,1,11,13,6,3,1,1,2,0,1,1,0,0,0,0,0,14,9,5,8,1,6,19,31.6,13,9,1,8,11,25,4,0,542,32,135,263,155,19,542,17,32,53.1,13,10,351,12,2,0,0,5,15,1,26,11,9,0,0,0,52,14,11,56.0,48
7,2021-10-17,16:30:00,8,Sun,Newcastle Utd,Home,L,2,3,Tottenham,0.4,1.9,52214,Jamaal Lascelles,4-1-4-1,Andre Marriner,1,7,1,14.3,0.14,1.0,17.4,0,0,0,0.4,0.4,0.06,0.6,0.6,4,3,1,25.0,0,1.6,-1.4,0,0,0,0,11,21,52.4,29,5,72.4,45.6,5,0.0,14.4,20,1,5.0,2,12.8,288,373,77.2,5074,2190,133,153,86.9,97,122,79.5,39,65,60.0,1,0.4,0.5,7,23,4,1,15,373,338,35,5,0,1,15,19,2,0,2,0,288,0,8,13,10,2,0,0,0,1,2,2,0,0,0,0,0,26,16,9,13,4,14,26,53.8,12,13,7,6,8,34,25,0,493,72,174,202,122,12,493,13,24,54.2,16,16,282,14,6,1,1,13,4,0,15,8,16,0,0,0,57,23,12,65.7,36
8,2021-10-23,15:00:00,9,Sat,Newcastle Utd,Away,D,1,1,Crystal Palace,0.5,1.8,24609,Jamaal Lascelles,5-3-2,Darren England,1,6,1,16.7,0.17,1.0,14.2,0,0,0,0.5,0.5,0.09,0.5,0.5,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,13,29,44.8,20,1,90.0,55.8,12,91.7,65.9,20,1,5.0,1,10.0,152,249,61.0,3184,1824,64,88,72.7,56,76,73.7,30,65,46.2,1,0.3,0.6,5,17,4,1,15,249,195,51,15,1,3,16,15,7,1,6,0,152,3,7,12,7,3,0,1,0,1,2,1,1,0,0,0,0,18,11,11,7,0,10,23,43.5,13,9,6,3,7,25,35,0,392,67,164,132,101,20,392,5,12,41.7,33,4,145,15,4,0,0,9,13,3,16,7,11,0,0,0,33,18,16,52.9,26
9,2021-10-30,15:00:00,10,Sat,Newcastle Utd,Home,L,0,3,Chelsea,0.4,2.4,52208,Jamaal Lascelles,5-3-2,Paul Tierney,0,6,1,16.7,0.0,0.0,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,6,3,3,66.7,0,1.7,-1.3,1,1,0,0,14,38,36.8,36,3,77.8,49.5,11,90.9,64.9,15,2,13.3,1,15.8,138,220,62.7,2876,1469,56,71,78.9,48,62,77.4,26,64,40.6,0,0.3,0.2,4,14,2,1,4,220,177,42,16,0,3,7,11,0,0,0,0,138,1,3,14,7,1,1,0,3,2,0,0,0,0,0,0,0,10,4,7,3,0,9,18,50.0,9,19,7,12,6,16,24,0,315,73,157,112,53,9,315,10,14,71.4,18,8,138,4,3,0,0,14,12,1,7,6,4,0,1,0,34,21,16,56.8,21
10,2021-11-06,17:30:00,11,Sat,Newcastle Utd,Away,D,1,1,Brighton,0.4,2.0,31267,Jamaal Lascelles,5-4-1,David Coote,1,6,1,16.7,0.17,1.0,18.1,0,0,0,0.4,0.4,0.07,0.6,0.6,5,1,4,100.0,0,1.4,0.4,1,1,0,0,3,8,37.5,25,9,20.0,32.0,5,60.0,51.0,11,1,9.1,0,4.0,287,374,76.7,5146,1786,125,141,88.7,113,130,86.9,38,72,52.8,1,0.4,0.2,4,16,2,1,13,374,323,50,17,0,3,18,20,5,4,1,0,287,1,8,11,6,1,0,0,2,2,3,2,0,0,0,0,1,23,15,11,7,5,7,8,87.5,1,9,3,6,9,32,10,0,462,62,219,164,83,16,462,4,9,44.4,15,10,283,13,4,0,0,10,15,1,18,9,15,0,1,0,33,9,11,45.0,35
